member_id,region,num_profiles,num_kids,device_mix,num_devices,view_hours_30d,titles_started,titles_completed,titles_abandoned,completion_rate,active_days_30d,thumbs_up,my_list_saves,kids_content_hours,tenure_months,churned
M006208,North America,1,1,multi_device,3,73.4,14,4,10,0.286,1,2,4,30.6,39,0
M006209,Europe,5,0,multi_device,3,74.7,11,9,2,0.818,14,2,9,0.3,74,0
M006210,North America,3,0,multi_device,4,48.8,13,6,7,0.462,4,5,9,0.7,79,0
M006211,Europe,2,0,multi_device,3,6.9,14,3,11,0.214,30,1,7,2.8,34,0
M006212,North America,1,1,tv_only,1,53.8,17,9,8,0.529,17,4,6,34.6,40,0
M006213,Europe,3,1,multi_device,3,80.5,8,4,4,0.5,25,2,9,12.3,43,0
M006214,North America,1,2,tv_only,1,63.3,14,4,10,0.286,27,5,8,11.4,25,0
M006215,Latin America,1,1,multi_device,4,31.9,8,5,3,0.625,19,5,2,3.7,32,0
M006216,Latin America,1,0,mobile_only,1,10.6,13,4,9,0.308,14,6,5,0.0,12,1
M006217,North America,3,1,multi_device,3,52.2,16,9,7,0.562,6,3,9,8.8,38,0
M006218,North America,3,3,multi_device,4,24.7,15,11,4,0.733,11,2,5,12.9,38,0
M006219,North America,2,2,mobile_only,1,24.5,6,5,1,0.833,28,4,4,10.1,24,0
M006220,North America,1,2,mobile_only,1,25.6,15,2,13,0.133,9,4,6,9.9,13,1
M006221,Latin America,2,0,mobile_only,1,25.9,13,10,3,0.769,8,2,4,0.0,34,0
M006222,Latin America,3,1,web_only,1,9.9,18,13,5,0.722,30,2,9,24.8,67,0
M006223,North America,1,2,tv_only,1,19.7,18,10,8,0.556,28,6,2,21.1,55,0
M006224,North America,1,1,multi_device,3,68.9,13,9,4,0.692,12,4,4,8.9,44,0
M006225,North America,4,0,web_only,1,25.3,7,3,4,0.429,6,4,8,3.6,25,1
M006226,Europe,5,3,web_only,1,18.8,12,6,6,0.5,26,6,5,0.3,46,0
M006227,North America,5,0,multi_device,3,12.9,14,9,5,0.643,16,6,0,1.4,120,0
M006228,Asia Pacific,4,0,tv_only,1,12.4,16,13,3,0.812,20,8,8,0.1,82,0
M006229,Latin America,1,0,tv_only,1,40.6,14,6,8,0.429,10,4,5,0.1,30,1
M006230,North America,1,1,multi_device,2,31.3,9,2,7,0.222,30,3,4,14.1,12,1
M006231,Europe,2,0,multi_device,4,29.1,8,6,2,0.75,21,4,4,5.6,52,0
M006232,Asia Pacific,2,0,mobile_only,1,39.6,9,4,5,0.444,3,9,6,0.1,45,0
M006233,Europe,5,1,mobile_only,1,47.7,10,7,3,0.7,7,6,3,5.9,72,0
M006234,North America,3,2,tv_only,1,26.4,14,4,10,0.286,10,8,6,10.0,31,0
M006235,North America,3,1,tv_only,1,43.5,12,7,5,0.583,21,4,5,37.3,39,0
M006236,Latin America,1,0,tv_only,1,16.1,11,4,7,0.364,30,3,4,3.9,59,0
M006237,Europe,4,1,multi_device,2,52.1,9,4,5,0.444,12,6,7,18.8,84,0
M006238,Europe,4,0,multi_device,2,22.5,14,5,9,0.357,6,8,4,0.3,43,0
M006239,Asia Pacific,1,0,tv_only,1,74.3,10,6,4,0.6,2,3,3,1.8,30,0
M006240,Asia Pacific,4,0,multi_device,2,24.8,11,3,8,0.273,12,3,9,1.8,53,0
M006241,Asia Pacific,2,2,tv_only,1,10.9,11,4,7,0.364,10,2,6,2.4,31,0
M006242,North America,1,0,web_only,1,31.6,10,4,6,0.4,11,2,10,1.4,2,1
M006243,Europe,3,0,multi_device,3,23.7,12,3,9,0.25,23,0,8,7.1,120,0
M006244,Latin America,3,0,multi_device,4,8.7,8,2,6,0.25,4,5,7,0.2,74,0
M006245,Latin America,1,0,tv_only,1,76.5,13,11,2,0.846,23,2,9,0.5,16,0
M006246,Europe,2,3,mobile_only,1,22.9,17,9,8,0.529,1,4,5,17.4,7,1
M006247,North America,5,3,multi_device,2,8.6,13,9,4,0.692,1,2,1,14.7,63,0
M006248,Latin America,3,0,tv_only,1,23.4,9,5,4,0.556,14,7,5,4.2,21,0
M006249,Latin America,3,0,mobile_only,1,16.4,7,1,6,0.143,2,5,4,0.1,33,0
M006250,North America,1,0,mobile_only,1,18.3,19,9,10,0.474,3,4,8,0.6,19,1
M006251,Europe,1,2,multi_device,4,33.7,11,5,6,0.455,20,4,7,2.4,47,0
M006252,North America,2,0,tv_only,1,14.5,10,5,5,0.5,12,4,2,0.2,28,1
M006253,North America,1,0,multi_device,2,47.4,10,4,6,0.4,18,4,9,0.2,30,0
M006254,North America,1,0,web_only,1,16.0,16,9,7,0.562,3,4,6,0.1,36,0
M006255,Europe,1,0,tv_only,1,12.4,12,9,3,0.75,21,3,7,1.0,14,1
M006256,Europe,3,0,multi_device,3,27.8,11,7,4,0.636,4,6,4,0.0,13,1
M006257,Europe,2,0,tv_only,1,6.7,10,8,2,0.8,8,3,6,0.4,12,1
M006258,Europe,4,0,web_only,1,23.4,10,6,4,0.6,7,2,4,0.4,83,0
M006259,Latin America,1,0,web_only,1,21.2,7,3,4,0.429,5,3,5,0.0,30,0
M006260,North America,2,3,web_only,1,19.5,17,9,8,0.529,12,2,7,21.2,47,0
M006261,North America,1,0,multi_device,4,10.1,13,10,3,0.769,26,5,5,0.8,74,0
M006262,Latin America,2,0,tv_only,1,14.5,12,7,5,0.583,11,5,5,0.7,72,0
M006263,North America,1,2,multi_device,3,47.7,10,3,7,0.3,25,5,5,18.0,63,0
M006264,Asia Pacific,5,2,multi_device,2,12.5,10,5,5,0.5,18,2,4,12.5,49,0
M006265,Latin America,3,0,tv_only,1,53.4,19,15,4,0.789,17,3,5,2.4,76,0
M006266,Europe,2,1,tv_only,1,41.6,8,7,1,0.875,29,2,7,21.7,22,0
M006267,Asia Pacific,1,0,tv_only,1,21.5,15,12,3,0.8,5,5,5,0.0,57,0
M006268,North America,3,1,tv_only,1,54.4,12,8,4,0.667,14,4,4,18.8,94,0
M006269,North America,3,3,multi_device,4,34.7,8,4,4,0.5,18,4,3,21.0,64,0
M006270,Europe,1,0,mobile_only,1,22.1,18,15,3,0.833,13,1,7,0.7,29,0
M006271,North America,3,0,multi_device,2,13.5,15,14,1,0.933,20,4,3,1.3,64,0
M006272,Asia Pacific,4,0,mobile_only,1,24.4,19,13,6,0.684,3,3,4,0.0,95,0
M006273,North America,3,1,tv_only,1,65.4,13,2,11,0.154,18,3,4,5.7,17,1
M006274,Europe,4,1,mobile_only,1,24.2,11,8,3,0.727,14,2,5,51.7,56,0
M006275,Europe,4,1,tv_only,1,75.8,15,11,4,0.733,13,4,3,7.3,14,1
M006276,Europe,4,0,multi_device,4,18.1,13,5,8,0.385,22,3,7,1.1,49,0
M006277,North America,2,0,multi_device,2,45.1,12,8,4,0.667,13,2,6,0.0,51,0
M006278,North America,3,1,tv_only,1,64.8,10,2,8,0.2,22,5,6,20.8,104,0
M006279,Latin America,3,0,multi_device,4,20.3,11,9,2,0.818,5,2,3,0.7,11,1
M006280,North America,3,0,multi_device,3,13.6,15,10,5,0.667,14,1,5,0.3,20,0
M006281,Latin America,5,0,multi_device,3,2.4,13,5,8,0.385,21,2,4,0.2,26,1
M006282,Europe,1,1,multi_device,2,22.2,10,7,3,0.7,25,7,10,5.4,44,0
M006283,Latin America,2,1,multi_device,2,39.2,14,11,3,0.786,15,4,9,12.3,41,0
M006284,Latin America,2,2,web_only,1,13.3,20,15,5,0.75,12,2,6,8.0,37,0
M006285,North America,2,0,tv_only,1,17.2,11,6,5,0.545,23,1,4,1.4,31,0
M006286,Europe,1,2,tv_only,1,31.3,17,11,6,0.647,15,1,6,15.2,90,0
M006287,Asia Pacific,3,1,multi_device,4,43.5,3,2,1,0.667,15,1,4,25.4,46,0
M006288,Europe,1,0,multi_device,3,31.0,11,7,4,0.636,22,3,11,1.4,26,0
M006289,Asia Pacific,3,0,multi_device,3,12.6,3,1,2,0.333,4,2,5,2.1,100,0
M006290,Europe,3,0,multi_device,4,17.2,7,5,2,0.714,21,6,7,2.5,43,0
M006291,North America,2,3,tv_only,1,13.5,10,8,2,0.8,17,5,5,7.0,81,0
M006292,North America,2,0,multi_device,3,29.3,10,3,7,0.3,13,4,5,3.6,40,1
M006293,Asia Pacific,3,0,multi_device,2,15.8,15,3,12,0.2,27,2,6,0.0,64,0
M006294,North America,3,0,multi_device,3,14.0,8,2,6,0.25,30,5,7,0.9,12,0
M006295,Asia Pacific,4,2,multi_device,2,13.5,17,13,4,0.765,16,5,2,4.8,57,0
M006296,Asia Pacific,4,0,tv_only,1,71.3,15,7,8,0.467,28,5,6,0.2,58,0
M006297,North America,5,0,mobile_only,1,30.5,9,2,7,0.222,16,2,5,0.1,88,0
M006298,North America,3,0,multi_device,4,56.5,19,8,11,0.421,18,5,3,0.7,105,0
M006299,Latin America,4,0,mobile_only,1,53.6,7,2,5,0.286,14,5,9,0.4,87,0
M006300,North America,4,0,web_only,1,54.8,15,11,4,0.733,3,6,8,0.2,39,0
M006301,Latin America,4,0,web_only,1,48.3,8,7,1,0.875,16,6,8,1.5,50,0
M006302,Europe,1,2,tv_only,1,76.6,16,11,5,0.688,17,3,5,5.9,32,0
M006303,Europe,5,2,multi_device,3,29.8,10,9,1,0.9,2,3,3,21.3,79,0
M006304,Latin America,2,2,multi_device,2,30.3,6,4,2,0.667,8,3,5,17.2,45,0
M006305,North America,3,0,multi_device,3,31.1,9,4,5,0.444,16,2,10,0.2,46,0
M006306,Europe,1,2,tv_only,1,7.0,14,11,3,0.786,27,3,7,15.5,120,0
M006307,North America,2,0,multi_device,2,17.0,11,8,3,0.727,5,5,5,0.1,78,0
M006308,North America,2,0,multi_device,2,49.6,15,6,9,0.4,5,3,8,0.4,54,0
M006309,Europe,2,3,multi_device,3,22.4,13,5,8,0.385,28,3,4,13.3,31,0
M006310,Latin America,1,2,multi_device,3,49.1,15,3,12,0.2,26,6,6,16.2,9,0
M006311,North America,4,1,multi_device,4,24.2,15,12,3,0.8,10,4,7,6.1,45,0
M006312,Europe,1,2,mobile_only,1,65.0,7,5,2,0.714,9,4,3,22.6,50,0
M006313,Europe,2,3,mobile_only,1,57.8,9,5,4,0.556,14,8,11,11.4,32,0
M006314,North America,1,1,multi_device,3,13.0,10,7,3,0.7,20,7,7,7.5,75,0
M006315,North America,3,1,multi_device,2,7.6,9,4,5,0.444,5,3,4,15.5,91,0
M006316,Asia Pacific,2,1,multi_device,2,9.5,12,8,4,0.667,23,1,3,25.6,20,0
M006317,Latin America,2,0,tv_only,1,7.4,10,8,2,0.8,10,7,10,0.6,5,1
M006318,Europe,2,0,multi_device,2,34.6,18,13,5,0.722,6,6,2,1.4,27,0
M006319,Europe,3,1,tv_only,1,32.7,12,9,3,0.75,10,6,7,6.3,24,0
M006320,North America,1,0,web_only,1,33.0,15,4,11,0.267,20,4,6,0.6,30,0
M006321,Europe,1,0,tv_only,1,29.5,9,3,6,0.333,26,3,4,0.1,96,0
M006322,Europe,1,0,multi_device,2,37.2,10,8,2,0.8,7,5,16,0.1,37,0
M006323,Europe,5,0,tv_only,1,12.4,15,9,6,0.6,18,4,4,0.4,52,0
M006324,North America,2,3,multi_device,4,70.2,7,5,2,0.714,19,3,6,11.0,23,0
M006325,North America,3,1,tv_only,1,38.8,19,14,5,0.737,2,1,4,13.1,46,0
M006326,North America,1,0,multi_device,3,11.2,10,8,2,0.8,25,0,4,0.0,19,0
M006327,Asia Pacific,2,3,multi_device,4,15.5,15,12,3,0.8,12,3,5,13.0,57,0
M006328,Europe,1,2,multi_device,3,34.7,11,6,5,0.545,24,2,7,0.2,104,0
M006329,Europe,1,0,mobile_only,1,61.2,18,17,1,0.944,20,3,5,0.3,8,1
M006330,North America,2,2,tv_only,1,15.4,14,12,2,0.857,25,5,5,30.3,73,0
M006331,North America,2,0,multi_device,2,12.7,12,7,5,0.583,3,2,5,0.1,96,0
M006332,Latin America,1,0,tv_only,1,46.7,8,4,4,0.5,23,4,12,0.0,13,1
M006333,Europe,3,0,mobile_only,1,48.3,5,4,1,0.8,6,6,7,2.5,41,0
M006334,Europe,5,1,web_only,1,22.8,13,3,10,0.231,14,4,8,57.4,68,0
M006335,North America,2,0,multi_device,3,13.3,10,9,1,0.9,27,3,8,0.0,46,0
M006336,Latin America,3,1,mobile_only,1,18.1,14,6,8,0.429,21,6,6,3.6,19,1
M006337,North America,5,1,tv_only,1,76.8,6,5,1,0.833,18,2,8,20.7,61,0
M006338,North America,4,0,multi_device,4,85.3,14,6,8,0.429,1,6,5,0.4,58,0
M006339,Europe,2,0,multi_device,2,45.8,16,5,11,0.312,28,2,7,14.2,48,0
M006340,North America,3,0,mobile_only,1,38.0,15,6,9,0.4,14,2,10,0.2,4,1
M006341,North America,1,0,tv_only,1,23.1,8,3,5,0.375,16,6,6,0.1,25,0
M006342,Europe,2,1,multi_device,3,51.4,8,6,2,0.75,19,3,3,18.8,54,0
M006343,Europe,2,1,tv_only,1,15.2,18,13,5,0.722,25,3,7,6.4,41,0
M006344,Latin America,1,1,multi_device,4,20.4,14,7,7,0.5,21,7,7,26.8,54,0
M006345,Europe,2,0,multi_device,4,18.7,10,8,2,0.8,5,5,7,0.1,48,0
M006346,North America,1,1,web_only,1,18.4,14,10,4,0.714,2,8,3,8.6,14,0
M006347,North America,3,2,multi_device,3,9.1,8,6,2,0.75,19,3,9,2.8,45,0
M006348,Asia Pacific,2,3,tv_only,1,5.6,13,4,9,0.308,13,10,1,11.5,43,0
M006349,Europe,2,2,tv_only,1,23.3,13,10,3,0.769,2,2,3,16.8,59,0
M006350,Latin America,1,1,multi_device,4,61.3,10,8,2,0.8,7,6,1,21.9,37,0
M006351,North America,1,0,multi_device,2,50.0,15,10,5,0.667,3,1,10,0.3,4,1
M006352,Europe,3,1,tv_only,1,33.0,10,8,2,0.8,16,5,4,4.5,31,0
M006353,North America,5,2,tv_only,1,25.6,10,7,3,0.7,21,4,4,23.2,36,0
M006354,Europe,1,0,tv_only,1,79.7,13,10,3,0.769,28,8,2,0.0,64,0
M006355,Asia Pacific,2,0,tv_only,1,35.9,17,3,14,0.176,28,5,6,1.3,36,0
M006356,Asia Pacific,4,0,multi_device,2,17.6,9,2,7,0.222,1,3,4,0.0,75,0
M006357,Europe,1,1,multi_device,2,26.3,5,1,4,0.2,12,2,12,17.1,35,0
M006358,Europe,4,0,web_only,1,57.7,6,3,3,0.5,20,6,6,0.2,120,0
M006359,Asia Pacific,2,0,tv_only,1,5.5,12,2,10,0.167,6,4,4,1.4,107,0
M006360,Europe,2,2,tv_only,1,52.9,12,9,3,0.75,11,5,4,29.8,27,1
M006361,North America,2,1,tv_only,1,25.7,11,2,9,0.182,10,5,6,24.5,49,0
M006362,Europe,2,0,mobile_only,1,22.7,7,4,3,0.571,4,2,6,0.7,45,0
M006363,North America,2,0,tv_only,1,15.2,11,5,6,0.455,11,3,7,0.0,63,0
M006364,Europe,4,0,tv_only,1,32.4,9,6,3,0.667,7,4,4,0.1,29,0
M006365,Europe,3,0,multi_device,2,34.1,16,6,10,0.375,16,3,4,0.8,29,0
M006366,Europe,3,0,multi_device,3,27.0,15,10,5,0.667,6,1,8,0.1,83,0
M006367,North America,3,0,tv_only,1,16.1,7,3,4,0.429,28,3,6,0.1,16,0
M006368,North America,2,2,multi_device,4,38.1,13,7,6,0.538,21,0,6,6.0,116,0
M006369,Europe,3,1,multi_device,3,62.8,9,5,4,0.556,6,3,3,8.7,35,0
M006370,Latin America,2,0,multi_device,4,60.7,16,12,4,0.75,3,4,3,0.0,57,0
M006371,Europe,3,0,multi_device,3,17.4,14,9,5,0.643,18,1,2,0.3,78,0
M006372,North America,2,2,multi_device,2,16.5,8,5,3,0.625,9,4,10,13.7,29,0
M006373,Asia Pacific,3,0,multi_device,4,28.5,11,5,6,0.455,10,0,9,0.0,36,0
M006374,Asia Pacific,4,0,mobile_only,1,10.4,17,9,8,0.529,17,2,5,0.1,51,0
M006375,North America,2,1,multi_device,2,35.5,11,8,3,0.727,28,3,7,11.2,60,0
M006376,North America,1,1,multi_device,3,17.2,5,0,5,0.0,3,6,6,10.6,55,0
M006377,Latin America,2,0,web_only,1,15.3,8,3,5,0.375,23,4,8,0.0,32,0
M006378,Latin America,2,1,multi_device,4,50.7,10,6,4,0.6,10,1,8,10.7,71,0
M006379,Asia Pacific,3,1,web_only,1,11.3,9,3,6,0.333,5,3,5,10.4,28,0
M006380,Asia Pacific,5,2,multi_device,3,39.1,9,6,3,0.667,2,6,8,5.6,55,0
M006381,Europe,2,0,tv_only,1,5.4,6,4,2,0.667,25,4,4,0.5,3,1
M006382,Europe,2,1,multi_device,2,67.9,19,5,14,0.263,28,6,6,16.0,86,0
M006383,North America,3,0,multi_device,4,26.6,13,7,6,0.538,23,6,3,0.4,71,0
M006384,North America,1,1,multi_device,2,8.3,4,1,3,0.25,3,7,8,11.5,48,0
M006385,Europe,2,1,multi_device,2,25.8,12,6,6,0.5,28,5,5,4.8,42,0
M006386,Europe,4,0,mobile_only,1,74.0,10,7,3,0.7,21,5,3,0.2,35,1
M006387,Europe,3,2,multi_device,3,10.3,13,6,7,0.462,17,1,1,22.5,36,0
M006388,Latin America,1,0,tv_only,1,39.4,9,5,4,0.556,9,6,12,0.5,58,0
M006389,North America,1,0,multi_device,4,30.9,13,10,3,0.769,1,1,7,1.5,31,0
M006390,Europe,3,0,tv_only,1,17.0,8,3,5,0.375,28,3,6,2.4,31,0
M006391,North America,3,1,web_only,1,26.9,13,11,2,0.846,5,4,3,5.7,93,0
M006392,Europe,4,0,multi_device,2,26.8,8,4,4,0.5,26,5,7,3.1,73,0
M006393,Latin America,2,2,multi_device,4,4.7,12,8,4,0.667,9,7,5,5.3,38,0
M006394,Latin America,4,2,web_only,1,13.8,15,6,9,0.4,23,5,7,16.6,57,0
M006395,Asia Pacific,3,2,multi_device,3,18.9,11,6,5,0.545,9,3,7,20.1,42,0
M006396,North America,3,0,multi_device,4,60.2,15,13,2,0.867,6,7,2,0.0,29,0
M006397,Europe,3,1,tv_only,1,88.7,8,6,2,0.75,6,4,5,13.1,31,0
M006398,North America,1,0,multi_device,2,8.3,12,7,5,0.583,16,1,7,3.2,42,0
M006399,Europe,5,2,tv_only,1,42.9,10,6,4,0.6,9,3,7,3.0,24,0
M006400,Latin America,1,1,multi_device,3,7.6,14,6,8,0.429,17,1,7,6.0,6,1
M006401,Latin America,2,0,mobile_only,1,77.6,11,4,7,0.364,13,6,6,2.8,15,0
M006402,Asia Pacific,4,1,multi_device,4,33.4,15,5,10,0.333,30,10,3,10.2,13,1
M006403,North America,3,0,web_only,1,22.5,10,3,7,0.3,3,4,5,0.5,60,0
M006404,Asia Pacific,4,0,tv_only,1,18.8,14,4,10,0.286,9,4,5,7.0,100,0
M006405,North America,2,0,web_only,1,25.4,14,10,4,0.714,14,3,3,1.9,60,0
M006406,Asia Pacific,2,3,multi_device,2,15.2,17,9,8,0.529,3,2,7,8.9,8,1
M006407,North America,4,2,multi_device,3,20.6,12,6,6,0.5,4,2,11,3.0,26,0
M006408,North America,1,1,multi_device,2,10.4,10,5,5,0.5,20,6,4,19.9,49,0
M006409,Europe,4,2,multi_device,4,36.3,10,3,7,0.3,14,4,4,17.4,35,0
M006410,Asia Pacific,1,0,web_only,1,19.3,7,3,4,0.429,18,3,6,1.8,17,1
M006411,North America,4,2,tv_only,1,28.0,15,13,2,0.867,1,1,5,1.5,67,0
M006412,North America,1,0,mobile_only,1,55.4,12,6,6,0.5,20,2,5,4.0,43,0
M006413,Latin America,3,1,tv_only,1,39.3,16,7,9,0.438,29,4,6,6.5,101,0
M006414,North America,4,1,multi_device,4,13.3,12,10,2,0.833,29,7,4,6.0,51,0
M006415,North America,2,0,tv_only,1,37.1,13,5,8,0.385,24,7,6,0.3,38,0
M006416,Europe,3,0,web_only,1,29.2,9,5,4,0.556,19,2,4,1.0,38,0
M006417,North America,4,0,tv_only,1,4.5,7,4,3,0.571,5,4,6,0.4,38,0
M006418,Asia Pacific,3,3,tv_only,1,37.5,15,9,6,0.6,25,5,4,15.5,54,0
M006419,Latin America,4,0,mobile_only,1,26.5,14,11,3,0.786,24,1,8,2.0,46,0
M006420,Europe,2,0,multi_device,4,18.1,14,4,10,0.286,8,4,7,4.5,78,0
M006421,Asia Pacific,1,2,web_only,1,40.2,12,7,5,0.583,28,1,5,25.0,51,0
M006422,Europe,1,0,multi_device,4,14.8,12,7,5,0.583,28,2,8,0.5,35,0
M006423,North America,1,0,multi_device,2,37.8,10,7,3,0.7,28,1,6,5.4,93,0
M006424,North America,1,1,multi_device,4,56.9,9,7,2,0.778,7,2,10,20.4,40,0
M006425,Europe,3,0,multi_device,4,11.5,11,5,6,0.455,30,2,2,0.0,108,0
M006426,North America,1,2,multi_device,3,36.6,12,11,1,0.917,25,3,5,42.5,41,0
M006427,Asia Pacific,1,0,web_only,1,2.1,16,13,3,0.812,26,3,4,1.3,3,1
M006428,Latin America,1,0,tv_only,1,23.5,10,3,7,0.3,27,3,5,0.6,56,0
M006429,North America,4,1,multi_device,2,29.9,14,11,3,0.786,21,1,3,8.7,65,0
M006430,Europe,3,0,mobile_only,1,17.5,13,11,2,0.846,16,6,3,0.0,24,1
M006431,Latin America,2,2,mobile_only,1,24.9,16,14,2,0.875,11,10,7,3.2,46,0
M006432,Asia Pacific,4,2,web_only,1,17.8,14,8,6,0.571,27,5,3,6.8,120,0
M006433,Asia Pacific,1,0,multi_device,3,11.9,12,6,6,0.5,28,5,6,1.2,36,0
M006434,Europe,5,0,mobile_only,1,43.9,9,4,5,0.444,8,1,6,0.2,8,1
M006435,Latin America,3,0,multi_device,4,7.8,12,4,8,0.333,6,6,7,3.0,14,0
M006436,Europe,1,0,multi_device,2,33.4,7,1,6,0.143,13,3,7,1.9,120,0
M006437,Europe,3,0,web_only,1,19.7,8,4,4,0.5,11,3,5,1.1,50,0
M006438,North America,3,2,web_only,1,24.9,13,12,1,0.923,28,5,3,12.9,55,0
M006439,North America,2,0,web_only,1,32.3,13,10,3,0.769,15,2,11,0.1,25,0
M006440,Europe,4,0,mobile_only,1,51.5,16,6,10,0.375,1,6,4,0.1,18,1
M006441,North America,1,0,mobile_only,1,17.7,12,8,4,0.667,4,5,4,0.0,78,0
M006442,North America,2,0,tv_only,1,10.5,13,7,6,0.538,20,7,8,1.6,53,0
M006443,Latin America,1,1,multi_device,4,26.0,7,5,2,0.714,17,1,9,8.4,67,0
M006444,North America,1,0,multi_device,4,26.1,4,2,2,0.5,8,3,6,0.3,33,0
M006445,Europe,1,0,web_only,1,65.3,16,6,10,0.375,29,3,4,0.0,48,0
M006446,Europe,4,0,multi_device,3,10.9,9,4,5,0.444,24,4,8,4.5,42,0
M006447,Asia Pacific,1,2,multi_device,4,39.2,14,4,10,0.286,29,2,6,4.4,33,0
M006448,Europe,2,0,tv_only,1,30.7,13,8,5,0.615,7,5,5,0.1,72,0
M006449,North America,2,2,mobile_only,1,49.1,11,5,6,0.455,29,7,6,6.1,8,1
M006450,Europe,4,0,multi_device,2,10.6,10,5,5,0.5,18,6,5,0.0,114,0
M006451,Latin America,5,2,multi_device,2,24.3,14,4,10,0.286,23,2,2,4.6,61,0
M006452,Asia Pacific,3,1,multi_device,3,54.3,11,3,8,0.273,3,5,7,13.6,99,0
M006453,Europe,5,0,web_only,1,3.9,12,9,3,0.75,16,3,8,3.4,27,1
M006454,North America,3,2,multi_device,2,9.1,15,9,6,0.6,12,3,8,0.4,95,0
M006455,Asia Pacific,5,1,multi_device,2,37.7,9,7,2,0.778,26,6,6,39.9,39,0
M006456,North America,3,0,mobile_only,1,8.2,13,6,7,0.462,11,2,6,0.4,87,0
M006457,Europe,1,0,multi_device,4,25.6,12,4,8,0.333,28,5,8,1.2,45,0
M006458,Europe,2,1,tv_only,1,13.1,13,8,5,0.615,6,7,4,6.5,24,1
M006459,North America,3,1,mobile_only,1,30.0,15,10,5,0.667,5,7,9,36.9,24,1
M006460,North America,2,1,mobile_only,1,73.8,12,5,7,0.417,25,2,4,17.8,70,0
M006461,North America,2,1,multi_device,2,15.5,11,1,10,0.091,10,3,7,8.0,34,0
M006462,Latin America,3,1,multi_device,3,14.1,8,3,5,0.375,1,6,5,38.5,75,0
M006463,Asia Pacific,4,1,multi_device,2,52.0,12,8,4,0.667,21,4,1,16.8,51,0
M006464,North America,1,1,multi_device,3,11.2,11,4,7,0.364,15,3,6,13.5,24,0
M006465,Latin America,3,0,tv_only,1,8.5,9,5,4,0.556,11,7,4,0.0,70,0
M006466,North America,3,2,multi_device,4,12.7,12,4,8,0.333,25,4,5,23.6,56,0
M006467,Europe,5,0,multi_device,3,35.0,16,6,10,0.375,1,4,4,2.0,73,0
M006468,North America,4,0,multi_device,3,13.3,12,9,3,0.75,14,3,2,0.1,31,1
M006469,Asia Pacific,3,1,tv_only,1,31.2,12,5,7,0.417,11,7,3,16.2,20,1
M006470,Latin America,2,0,multi_device,4,38.2,11,8,3,0.727,26,2,7,1.9,39,0
M006471,Europe,1,0,mobile_only,1,20.2,13,7,6,0.538,7,5,3,0.2,66,0
M006472,Latin America,2,0,multi_device,3,19.3,11,3,8,0.273,26,7,7,0.1,23,1
M006473,Europe,3,1,multi_device,2,24.4,15,6,9,0.4,4,3,8,5.7,25,0
M006474,Asia Pacific,4,3,multi_device,2,76.1,18,6,12,0.333,14,2,4,5.0,17,0
M006475,Latin America,3,1,mobile_only,1,17.5,14,12,2,0.857,28,4,4,3.6,51,0
M006476,Asia Pacific,1,0,mobile_only,1,25.3,9,8,1,0.889,29,2,9,0.4,105,0
M006477,Europe,3,0,mobile_only,1,64.8,15,9,6,0.6,27,7,7,0.8,84,0
M006478,North America,2,0,multi_device,2,68.2,15,9,6,0.6,27,2,2,1.7,53,0
M006479,Europe,1,0,multi_device,4,16.4,10,4,6,0.4,8,3,7,0.8,81,0
M006480,North America,1,0,multi_device,4,11.1,16,10,6,0.625,23,2,6,0.3,67,0
M006481,Europe,1,0,web_only,1,44.4,14,12,2,0.857,28,3,8,0.0,101,0
M006482,Europe,4,0,mobile_only,1,23.8,12,6,6,0.5,8,2,1,0.0,97,0
M006483,Europe,2,0,tv_only,1,63.7,12,5,7,0.417,22,2,5,0.5,43,0
M006484,North America,2,1,mobile_only,1,7.2,11,7,4,0.636,18,10,7,6.5,20,1
M006485,North America,5,2,multi_device,3,11.1,10,5,5,0.5,30,7,8,6.3,91,0
M006486,Europe,2,2,multi_device,4,25.7,14,8,6,0.571,10,4,8,3.1,39,0
M006487,Asia Pacific,1,1,multi_device,2,27.6,9,4,5,0.444,4,1,3,19.8,31,0
M006488,North America,2,0,web_only,1,14.6,11,3,8,0.273,7,6,6,2.0,26,0
M006489,Europe,1,1,mobile_only,1,28.9,11,4,7,0.364,16,1,6,11.4,90,0
M006490,Latin America,1,0,tv_only,1,46.4,17,9,8,0.529,27,6,11,1.7,47,0
M006491,Europe,1,1,multi_device,3,26.6,10,6,4,0.6,25,2,8,15.2,63,0
M006492,North America,3,2,multi_device,4,45.8,16,2,14,0.125,7,5,6,14.0,5,1
M006493,Europe,1,1,mobile_only,1,19.9,14,6,8,0.429,25,2,6,10.8,71,0
M006494,North America,2,3,mobile_only,1,50.0,13,8,5,0.615,13,1,9,14.9,80,0
M006495,Asia Pacific,4,1,multi_device,4,34.2,10,4,6,0.4,26,6,3,6.0,68,0
M006496,North America,2,1,multi_device,3,12.5,10,7,3,0.7,3,2,5,14.9,51,0
M006497,North America,4,0,tv_only,1,33.8,21,10,11,0.476,24,2,8,1.9,37,0
M006498,North America,2,2,multi_device,3,25.5,16,8,8,0.5,18,6,5,19.2,32,0
M006499,North America,2,0,mobile_only,1,28.7,13,10,3,0.769,9,5,7,0.1,27,0
M006500,Latin America,3,2,multi_device,3,25.3,9,7,2,0.778,19,5,3,13.2,50,0
